Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D
11/21/2021,N,Tennessee St.,OVC,South Dakota,A,"L, 83-66",93.4,107.2
11/21/2021,N,Nebraska,B10,Southern,H,"W, 82-59",106.3,85.2
11/21/2021,N,Northeastern,CAA,Southern Illinois,N,"W, 59-47",92.1,74.1
11/21/2021,N,Lamar,WAC,Southern Miss,A,"L, 82-75",100.4,118.2
11/21/2021,N,Marquette,BE,St. Bonaventure,N,"L, 70-54",76.6,89.8
11/21/2021,N,SIU Edwardsville,OVC,St. Thomas,N,"L, 86-73",95.3,130
11/21/2021,N,Elon,CAA,Temple,N,"L, 75-58",98.2,105.3
11/21/2021,N,North Carolina,ACC,Tennessee,N,"L, 89-72",116.5,109.1
11/21/2021,N,North Dakota,Sum,Tennessee Martin,N,"L, 77-72",93.2,107.6
11/21/2021,N,South Dakota,Sum,Tennessee St.,H,"W, 83-66",105.3,102.4
11/21/2021,N,UTSA,CUSA,Texas A&M Corpus Chr,H,"L, 77-58",79.7,113.6
11/21/2021,N,North Carolina St.,ACC,Texas Southern,H,"W, 65-57",96.2,91.8
11/21/2021,N,Utah,P12,Tulsa,N,"W, 72-58",109.8,91.2
11/21/2021,N,Alabama A&M,SWAC,UAB,A,"L, 86-41",69.4,94.3
11/21/2021,N,FIU,CUSA,UNC Greensboro,N,"W, 74-71",105.7,105.3
11/21/2021,N,Wichita St.,Amer,UNLV,N,"W, 74-73",107.5,100
11/21/2021,N,Tulsa,Amer,Utah,N,"L, 72-58",92.3,105.7
11/21/2021,N,Oklahoma,B12,Utah St.,N,"L, 73-70",108.7,97.1
11/21/2021,N,Texas A&M Corpus Chr,Slnd,UTSA,A,"W, 77-58",102.5,87.3
11/21/2021,N,Purdue,B10,Villanova,N,"W, 80-74",142.5,109.7
11/21/2021,N,Merrimack,NEC,Virginia Tech,A,"L, 72-43",83.7,102.1
11/21/2021,N,Green Bay,Horz,Weber St.,N,"L, 68-58",87.6,105.1
11/21/2021,N,Clemson,ACC,West Virginia,N,"L, 66-59",101,92.1
11/21/2021,N,Longwood,BSth,Western Carolina,H,"L, 64-53",76.3,97.8
11/21/2021,N,UNLV,MWC,Wichita St.,N,"L, 74-73",111.9,101.3
11/21/2021,N,Howard,MEAC,William & Mary,N,"W, 82-76",103.6,118.3
11/21/2021,N,Georgia Southern,SB,Wofford,A,"L, 70-52",92,105.1
11/21/2021,N,Norfolk St.,MEAC,Xavier,A,"L, 88-48",68.8,102.2
11/21/2021,N,Niagara,MAAC,Youngstown St.,A,"W, 58-53",89.1,82.8
11/22/2021,N,Fordham,A10,Akron,N,"W, 63-43",99.1,71.6
11/22/2021,N,Kentucky,SEC,Albany,H,"W, 86-61",111.8,98.6
11/22/2021,N,Delaware,CAA,Appalachian St.,N,"W, 75-68",118.9,111.3
11/22/2021,N,Kansas St.,B12,Arkansas,N,"L, 72-64",93.9,96.9
11/22/2021,N,Seattle,WAC,Arkansas Pine Bluff,H,"W, 77-56",85.1,90.1
11/22/2021,N,UCLA,P12,Bellarmine,N,"W, 75-62",102.8,81.3
11/22/2021,N,LSU,SEC,Belmont,H,"W, 83-53",111.5,75
11/22/2021,N,Sam Houston St.,WAC,Boston University,N,"L, 72-59",83.9,108.1
11/22/2021,N,Duquesne,A10,Bradley,N,"W, 78-70",116.3,98.4
11/22/2021,N,Colorado,P12,Brown,N,"W, 54-52",78.5,82.8
11/22/2021,N,Houston,Amer,Butler,N,"W, 70-52",117.3,77.8
11/22/2021,N,Nicholls St.,Slnd,Cal Poly,N,"W, 75-72",94.9,104.4
11/22/2021,N,Florida,SEC,California,N,"W, 80-60",120.7,88.8
11/22/2021,N,Gonzaga,WCC,Central Michigan,N,"W, 107-54",122.6,81.3
11/22/2021,N,Georgia Tech,ACC,Charleston Southern,H,"W, 85-70",108.3,108.3
11/22/2021,N,Toledo,MAC,Charlotte,N,"W, 98-86",133.9,125.7
11/22/2021,N,Pacific,WCC,Chicago St.,H,"W, 74-58",99.4,86.8
11/22/2021,N,Illinois,B10,Cincinnati,N,"L, 71-51",87.9,98.9
11/22/2021,N,Coppin St.,MEAC,Cleveland St.,A,"L, 65-62",81.7,87.8
11/22/2021,N,Oklahoma St.,B12,College of Charlesto,H,"W, 96-66",111.2,85.6
11/22/2021,N,Brown,Ivy,Colorado,N,"L, 54-52",84.9,77.1
11/22/2021,N,Northeastern,CAA,Colorado St.,N,"L, 71-61",102,92.1
11/22/2021,N,Cleveland St.,Horz,Coppin St.,H,"W, 65-62",88.4,94.7
11/22/2021,N,Penn St.,B10,Cornell,H,"W, 85-74",109.4,107
11/22/2021,N,Southern Illinois,MVC,Creighton,N,"L, 66-64",116.9,105.2
11/22/2021,N,Appalachian St.,SB,Delaware,N,"L, 75-68",108.6,111.1
11/22/2021,N,Tulane,Amer,Drexel,N,"W, 90-87",115,107.9
11/22/2021,N,The Citadel,SC,Duke,A,"L, 107-81",124.2,120
11/22/2021,N,Bradley,MVC,Duquesne,N,"L, 78-70",93.8,114.3
11/22/2021,N,Murray St.,OVC,East Tennessee St.,N,"L, 66-58",83,94.3
11/22/2021,N,Eastern Kentucky,ASun,Eastern Illinois,H,"W, 82-43",91.4,76.5
11/22/2021,N,Eastern Illinois,OVC,Eastern Kentucky,A,"L, 82-43",58.6,98.2
11/22/2021,N,Rice,CUSA,Evansville,N,"W, 109-104",116.5,134.2
11/22/2021,N,California,P12,Florida,N,"L, 80-60",91.5,106.8
11/22/2021,N,Troy,SB,Florida Atlantic,A,"W, 83-78",106.9,98.6
11/22/2021,N,Missouri,SEC,Florida St.,N,"L, 81-58",87.4,118.7
11/22/2021,N,Akron,MAC,Fordham,N,"L, 63-43",80.3,108.2
11/22/2021,N,Pepperdine,WCC,Fresno St.,N,"L, 70-63",108.7,103.5
11/22/2021,N,Washington,P12,George Mason,N,"W, 77-74",116.5,106.1
11/22/2021,N,Wright St.,Horz,George Washington,N,"L, 74-63",89.4,111.3
11/22/2021,N,Virginia,ACC,Georgia,N,"W, 65-55",93.3,85.8
11/22/2021,N,Charleston Southern,BSth,Georgia Tech,A,"L, 85-70",102.9,119.9
11/22/2021,N,Central Michigan,MAC,Gonzaga,N,"L, 107-54",86,111.2
11/22/2021,N,Wyoming,MWC,Grand Canyon,A,"W, 68-61",116.3,94.9
11/22/2021,N,Siena,MAAC,Harvard,H,"W, 72-69",98,102.2
11/22/2021,N,Richmond,A10,Hofstra,H,"W, 81-68",114.8,105.4
11/22/2021,N,Butler,BE,Houston,N,"L, 70-52",89.9,98.2
11/22/2021,N,Utah Valley,WAC,Idaho,N,"W, 83-45",97.4,63.3
11/22/2021,N,UMKC,Sum,Idaho St.,A,"W, 74-58",111.6,106.2
11/22/2021,N,Cincinnati,Amer,Illinois,N,"W, 71-51",111.1,76
11/22/2021,N,Western Michigan,MAC,Iowa,A,"L, 109-61",89.6,111.4
11/22/2021,N,Valparaiso,MVC,Jacksonville St.,N,"W, 78-70",109.2,100.2
11/22/2021,N,Kent St.,MAC,James Madison,N,"W, 74-69",103.1,98
11/22/2021,N,Arkansas,SEC,Kansas St.,N,"W, 72-64",108.2,77.7
11/22/2021,N,James Madison,CAA,Kent St.,N,"L, 74-69",101.1,107
11/22/2021,N,Albany,AE,Kentucky,A,"L, 86-61",94.7,95.8
11/22/2021,N,Rutgers,B10,Lafayette,H,"L, 53-51",70,84.4
11/22/2021,N,Northern Illinois,MAC,Little Rock,N,"L, 67-60",76.8,110.7
11/22/2021,N,Missouri St.,MVC,Long Beach St.,N,"W, 92-66",128.3,90.8
11/22/2021,N,Northwestern St.,Slnd,Louisiana Monroe,N,"L, 96-66",79.2,117.5
11/22/2021,N,SMU,Amer,Loyola Marymount,N,"L, 76-70",110.9,116.8
11/22/2021,N,Belmont,OVC,LSU,A,"L, 83-53",89.2,103.1
11/22/2021,N,Florida St.,ACC,Missouri,N,"W, 81-58",123.8,84.2
11/22/2021,N,Long Beach St.,BW,Missouri St.,N,"L, 92-66",90.5,117.8
11/22/2021,N,San Francisco,WCC,Morgan St.,H,"W, 83-67",104.3,98.1
11/22/2021,N,Ohio,MAC,Mount St. Mary's,H,"W, 73-59",112.3,100.8
11/22/2021,N,East Tennessee St.,SC,Murray St.,N,"W, 66-58",105.5,80.8
11/22/2021,N,South Dakota St.,Sum,Nevada,N,"W, 102-75",126.3,89.7
11/22/2021,N,Cal Poly,BW,Nicholls St.,N,"L, 75-72",94.7,99.3
11/22/2021,N,Tarleton St.,WAC,North Dakota St.,A,"L, 54-53",96.7,92.2
11/22/2021,N,Colorado St.,MWC,Northeastern,N,"W, 71-61",100.9,103.1
11/22/2021,N,UT Rio Grande Valley,WAC,Northern Arizona,A,"W, 82-80",113.4,125
11/22/2021,N,Little Rock,SB,Northern Illinois,N,"W, 67-60",103.3,92
11/22/2021,N,Western Illinois,Sum,Northern Kentucky,A,"W, 69-67",91.5,93.1
11/22/2021,N,Providence,BE,Northwestern,N,"W, 77-72",128.7,102
11/22/2021,N,Louisiana Monroe,SB,Northwestern St.,N,"W, 96-66",103.9,88.9
11/22/2021,N,Vermont,AE,Oakland,N,"L, 63-61",86.4,93.8
11/22/2021,N,Seton Hall,BE,Ohio St.,N,"L, 79-76",114.9,104.4
11/22/2021,N,College of Charlesto,CAA,Oklahoma St.,A,"L, 96-66",102.4,109.7
11/22/2021,N,Chicago St.,WAC,Pacific,A,"L, 74-58",79.6,118
11/22/2021,N,Cornell,Ivy,Penn St.,A,"L, 85-74",114.3,109.7
11/22/2021,N,Fresno St.,MWC,Pepperdine,N,"W, 70-63",103.4,103.9
11/22/2021,N,Northwestern,B10,Providence,N,"L, 77-72",112.8,111.7
11/22/2021,N,Evansville,MVC,Rice,N,"L, 109-104",112.2,119.3
11/22/2021,N,Hofstra,CAA,Richmond,A,"L, 81-68",116,111.5
11/22/2021,N,Lafayette,Pat,Rutgers,A,"W, 53-51",85.3,72.9
11/22/2021,N,Stony Brook,AE,Sacred Heart,H,"W, 75-72",90.3,105.6
11/22/2021,N,Notre Dame,ACC,Saint Mary's,N,"L, 62-59",105.9,91.2
11/22/2021,N,Boston University,Pat,Sam Houston St.,N,"W, 72-59",116.5,91.9
11/22/2021,N,Morgan St.,MEAC,San Francisco,A,"L, 83-67",98.7,99.5
11/22/2021,N,TCU,B12,Santa Clara,N,"L, 85-66",96.3,112.5
11/22/2021,N,Arkansas Pine Bluff,SWAC,Seattle,A,"L, 77-56",91.3,103.3
11/22/2021,N,Ohio St.,B10,Seton Hall,N,"W, 79-76",129,107.3
11/22/2021,N,Harvard,Ivy,Siena,A,"L, 72-69",95.7,100.9
11/22/2021,N,Loyola Marymount,WCC,SMU,N,"W, 76-70",128.7,111.5
11/22/2021,N,Nevada,MWC,South Dakota St.,N,"L, 102-75",91.8,112.6
11/22/2021,N,Creighton,BE,Southern Illinois,N,"W, 66-64",112.7,106
11/22/2021,N,Sacred Heart,NEC,Stony Brook,A,"L, 75-72",96.4,100.8
11/22/2021,N,North Dakota St.,Sum,Tarleton St.,H,"W, 54-53",92.2,98.4
11/22/2021,N,Santa Clara,WCC,TCU,N,"W, 85-66",135.2,89.1
11/22/2021,N,Wisconsin,B10,Texas A&M,N,"W, 69-58",109,86.1
11/22/2021,N,Duke,ACC,The Citadel,H,"W, 107-81",137.5,118.3
11/22/2021,N,Charlotte,CUSA,Toledo,N,"L, 98-86",129.3,130.4
11/22/2021,N,Florida Atlantic,CUSA,Troy,H,"L, 83-78",102.8,111.3
11/22/2021,N,Drexel,CAA,Tulane,N,"L, 90-87",112.9,105.4
11/22/2021,N,UTEP,CUSA,UC Riverside,H,"L, 52-40",65.5,77.6
11/22/2021,N,Bellarmine,ASun,UCLA,N,"L, 75-62",95.2,97
11/22/2021,N,Idaho St.,BSky,UMKC,H,"L, 74-58",97,122.6
11/22/2021,N,Utah Tech,WAC,USC,A,"L, 98-71",96.5,111.3
11/22/2021,N,Northern Arizona,BSky,UT Rio Grande Valley,H,"L, 82-80",105.2,128.2
11/22/2021,N,USC,P12,Utah Tech,H,"W, 98-71",117.5,98.5
11/22/2021,N,Idaho,BSky,Utah Valley,N,"L, 83-45",63.7,109.4
11/22/2021,N,UC Riverside,BW,UTEP,A,"W, 52-40",78.7,65.1
11/22/2021,N,Jacksonville St.,ASun,Valparaiso,N,"L, 78-70",99.4,109.3
11/22/2021,N,Oakland,Horz,Vermont,N,"W, 63-61",98.8,81.4
11/22/2021,N,Georgia,SEC,Virginia,N,"L, 65-55",96.5,94.6
11/22/2021,N,George Mason,A10,Washington,N,"L, 77-74",112.9,111.8
11/22/2021,N,Winthrop,BSth,Washington St.,A,"L, 92-86",119.5,120.1
11/22/2021,N,Northern Kentucky,Horz,Western Illinois,H,"L, 69-67",88.1,93.6
11/22/2021,N,Iowa,B10,Western Michigan,H,"W, 109-61",122.4,89.4
11/22/2021,N,Washington St.,P12,Winthrop,H,"W, 92-86",122.9,106.7
11/22/2021,N,Texas A&M,SEC,Wisconsin,N,"L, 69-58",100.7,93.6
11/22/2021,N,George Washington,A10,Wright St.,N,"W, 74-63",103.6,87.9
11/22/2021,N,Grand Canyon,WAC,Wyoming,H,"L, 68-61",101.6,103.7
11/23/2021,N,Appalachian St.,SB,Akron,N,"W, 57-45",84.4,66.4
11/23/2021,N,UMBC,AE,American,H,"W, 98-67",127.1,115
11/23/2021,N,Akron,MAC,Appalachian St.,N,"L, 57-45",70.4,85.2
11/23/2021,N,Cincinnati,Amer,Arkansas,N,"L, 73-67",105,91.2
11/23/2021,N,Central Michigan,MAC,Bellarmine,N,"L, 76-69",98.8,110.2
11/23/2021,N,Liberty,ASun,Bethune Cookman,A,"W, 59-51",94.3,93.2
11/23/2021,N,Milwaukee,Horz,Bowling Green,N,"L, 82-68",94.4,119.9
11/23/2021,N,Mercer,SC,Bucknell,N,"W, 78-68",95.4,95.7
11/23/2021,N,Stephen F. Austin,WAC,Buffalo,N,"W, 79-78",106.2,95.9
11/23/2021,N,Texas A&M,SEC,Butler,N,"W, 57-50",99,79.5
11/23/2021,N,UT Rio Grande Valley,WAC,Cal St. Fullerton,N,"W, 72-67",96.6,92.4
11/23/2021,N,Maine,AE,Central Connecticut,H,"L, 64-56",77.3,116.8
11/23/2021,N,Bellarmine,ASun,Central Michigan,N,"W, 76-69",109,113.5
11/23/2021,N,Drexel,CAA,Charlotte,N,"W, 67-55",100.8,90.5
11/23/2021,N,Arkansas,SEC,Cincinnati,N,"W, 73-67",102.4,91.1
11/23/2021,N,Valparaiso,MVC,Coastal Carolina,N,"L, 64-61",94,93.9
11/23/2021,N,Lehigh,Pat,Columbia,H,"W, 79-72",93.4,107.1
11/23/2021,N,Fordham,A10,Delaware,N,"L, 81-71",98.2,109.6
11/23/2021,N,Charlotte,CUSA,Drexel,N,"L, 67-55",93.4,103.2
11/23/2021,N,Missouri St.,MVC,East Tennessee St.,N,"L, 77-76",120.2,120.4
11/23/2021,N,Vermont,AE,Evansville,N,"W, 58-49",82.8,86.7
11/23/2021,N,Rhode Island,A10,Florida Gulf Coast,A,"L, 67-66",102.3,99.6
11/23/2021,N,Delaware,CAA,Fordham,N,"W, 81-71",124.1,108.7
11/23/2021,N,Nevada,MWC,George Mason,N,"W, 88-69",119.3,95.4
11/23/2021,N,Kent St.,MAC,George Washington,N,"W, 77-69",121.1,111
11/23/2021,N,Northwestern,B10,Georgia,N,"W, 78-62",102.5,81.6
11/23/2021,N,UCLA,P12,Gonzaga,N,"L, 83-63",98.1,102.2
11/23/2021,N,Merrimack,NEC,Hartford,H,"W, 75-60",110.7,100.7
11/23/2021,N,Wisconsin,B10,Houston,N,"W, 65-63",126.9,81.6
11/23/2021,N,Kansas St.,B12,Illinois,N,"L, 72-64",104.8,97.4
11/23/2021,N,Saint Louis,A10,Illinois St.,N,"W, 82-76",110,103.5
11/23/2021,N,Jackson St.,SWAC,Indiana,A,"L, 70-35",66.5,98.1
11/23/2021,N,Indiana,B10,Jackson St.,H,"W, 70-35",103,65.4
11/23/2021,N,Wright St.,Horz,James Madison,N,"L, 78-76",99.3,101.3
11/23/2021,N,Illinois,B10,Kansas St.,N,"W, 72-64",112,88.9
11/23/2021,N,Wake Forest,ACC,Kennesaw St.,H,"W, 92-61",111.2,87.4
11/23/2021,N,George Washington,A10,Kent St.,N,"L, 77-69",110.8,122
11/23/2021,N,Columbia,Ivy,Lehigh,A,"L, 79-72",89.5,109.4
11/23/2021,N,Bethune Cookman,SWAC,Liberty,H,"L, 59-51",86.8,99.3
11/23/2021,N,Tennessee Tech,OVC,Lipscomb,H,"W, 88-77",110.8,117
11/23/2021,N,Murray St.,OVC,Long Beach St.,N,"W, 80-43",112.4,64.2
11/23/2021,N,Marshall,CUSA,Louisiana Lafayette,H,"W, 93-79",106.4,98.2
11/23/2021,N,Central Connecticut,NEC,Maine,A,"W, 64-56",92,94.3
11/23/2021,N,Louisiana Lafayette,SB,Marshall,A,"L, 93-79",93.8,107.9
11/23/2021,N,Bucknell,Pat,Mercer,N,"L, 78-68",91.5,104.7
11/23/2021,N,Hartford,AE,Merrimack,A,"L, 75-60",97.3,131
11/23/2021,N,Rider,MAAC,Middle Tennessee,N,"L, 60-54",82.6,81
11/23/2021,N,Bowling Green,MAC,Milwaukee,N,"W, 82-68",114,115.3
11/23/2021,N,East Tennessee St.,SC,Missouri St.,N,"W, 77-76",127.4,114.9
11/23/2021,N,Long Beach St.,BW,Murray St.,N,"L, 80-43",67.7,105.2
11/23/2021,N,Tennessee St.,OVC,Nebraska,A,"L, 79-73",105.9,104.9
11/23/2021,N,Texas Tech,B12,Nebraska Omaha,H,"W, 96-40",114.5,75.9
11/23/2021,N,George Mason,A10,Nevada,N,"L, 88-69",98.3,113
11/23/2021,N,Quinnipiac,MAAC,New Hampshire,A,"L, 84-69",95.9,124.2
11/23/2021,N,UNC Asheville,BSth,North Carolina,A,"L, 72-53",88.4,95.8
11/23/2021,N,Stanford,P12,North Carolina A&T,H,"W, 79-65",101.2,94.3
11/23/2021,N,San Jose St.,MWC,Northern Colorado,H,"W, 75-74",104.5,112.1
11/23/2021,N,Georgia,SEC,Northwestern,N,"L, 78-62",90.3,105.7
11/23/2021,N,Rice,CUSA,Oakland,N,"L, 76-73",103,111.1
11/23/2021,N,Towson,CAA,Penn,H,"W, 76-61",107.1,89.8
11/23/2021,N,Portland St.,BSky,Portland,H,"L, 69-54",72.5,95.5
11/23/2021,N,Portland,WCC,Portland St.,A,"W, 69-54",96,77.9
11/23/2021,N,Virginia,ACC,Providence,N,"W, 58-40",109.6,67.8
11/23/2021,N,New Hampshire,AE,Quinnipiac,H,"W, 84-69",118.1,102.3
11/23/2021,N,Florida Gulf Coast,ASun,Rhode Island,H,"W, 67-66",109.2,110.8
11/23/2021,N,Oakland,Horz,Rice,N,"W, 76-73",103.3,102.5
11/23/2021,N,Middle Tennessee,CUSA,Rider,N,"W, 60-54",83.3,82.3
11/23/2021,N,UC Davis,BW,Sacramento St.,N,"L, 75-63",73.7,106.7
11/23/2021,N,Illinois St.,MVC,Saint Louis,N,"L, 82-76",110.9,107.6
11/23/2021,N,Oregon,P12,Saint Mary's,N,"L, 62-50",88.3,90.3
11/23/2021,N,LIU Brooklyn,NEC,Saint Peter's,A,"L, 64-62",82.6,82.2
11/23/2021,N,Northern Colorado,BSky,San Jose St.,A,"L, 75-74",111.5,118
11/23/2021,N,Wofford,SC,South Carolina,A,"L, 85-74",115.2,117
11/23/2021,N,USC Upstate,BSth,South Carolina St.,A,"W, 82-78",110.8,114.9
11/23/2021,N,Washington,P12,South Dakota St.,N,"W, 87-76",116.3,91.7
11/23/2021,N,Yale,Ivy,Southern Utah,N,"L, 88-85",103.7,104.2
11/23/2021,N,St. Francis NY,NEC,St. John's,A,"L, 76-70",108.3,94.1
11/23/2021,N,North Carolina A&T,BSth,Stanford,A,"L, 79-65",92.1,103.6
11/23/2021,N,Buffalo,MAC,Stephen F. Austin,N,"L, 79-78",103.1,108.1
11/23/2021,N,Nebraska,B10,Tennessee St.,H,"W, 79-73",106,109.5
11/23/2021,N,Lipscomb,ASun,Tennessee Tech,A,"L, 88-77",110.9,119.9
11/23/2021,N,Butler,BE,Texas A&M,N,"L, 57-50",87.2,88.4
11/23/2021,N,Nebraska Omaha,Sum,Texas Tech,A,"L, 96-40",85.8,120.7
11/23/2021,N,Tulane,Amer,Toledo,N,"L, 68-67",91.1,90.7
11/23/2021,N,Penn,Ivy,Towson,A,"L, 76-61",96,108.4
11/23/2021,N,Toledo,MAC,Tulane,N,"W, 68-67",99.7,83.7
11/23/2021,N,Sacramento St.,BSky,UC Davis,N,"W, 75-63",101,82.1
11/23/2021,N,Gonzaga,WCC,UCLA,N,"W, 83-63",133.3,76.1
11/23/2021,N,American,Pat,UMBC,A,"L, 98-67",97.8,134.8
11/23/2021,N,North Carolina,ACC,UNC Asheville,H,"W, 72-53",104.2,81.6
11/23/2021,N,South Carolina St.,MEAC,USC Upstate,H,"L, 82-78",97.1,115.6
11/23/2021,N,Cal St. Fullerton,BW,UT Rio Grande Valley,N,"L, 72-67",83.7,101.1
11/23/2021,N,Coastal Carolina,SB,Valparaiso,N,"W, 64-61",90.1,92.6
11/23/2021,N,Evansville,MVC,Vermont,N,"L, 58-49",82,80.3
11/23/2021,N,Providence,BE,Virginia,N,"L, 58-40",79.4,97.4
11/23/2021,N,Kennesaw St.,ASun,Wake Forest,A,"L, 92-61",95.4,109.5
11/23/2021,N,South Dakota St.,Sum,Washington,N,"L, 87-76",106.3,115.3
11/23/2021,N,Houston,Amer,Wisconsin,N,"L, 65-63",101.8,103.3
11/23/2021,N,South Carolina,SEC,Wofford,H,"W, 85-74",115.5,103.1
11/23/2021,N,James Madison,CAA,Wright St.,N,"W, 78-76",97.5,100.7
11/23/2021,N,Southern Utah,BSky,Yale,N,"W, 88-85",111.8,110.5
11/24/2021,N,Denver,Sum,Air Force,A,"L, 66-65",96.3,115.6
11/24/2021,N,Evansville,MVC,Akron,N,"L, 69-60",96.9,109.2
11/24/2021,N,Western Kentucky,CUSA,Alabama A&M,H,"W, 88-62",120.4,101.7
11/24/2021,N,Eastern Illinois,OVC,Albany,N,"L, 64-62",93.6,107.7
11/24/2021,N,Vermont,AE,Appalachian St.,N,"W, 65-63",109.7,110.4
11/24/2021,N,Baylor,B12,Arizona St.,N,"W, 75-63",123.4,92.2
11/24/2021,N,UC Santa Barbara,BW,Arkansas Pine Bluff,H,"W, 86-58",98.6,95.5
11/24/2021,N,Connecticut,BE,Auburn,N,"W, 115-109",136,103.6
11/24/2021,N,Arizona St.,P12,Baylor,N,"L, 75-63",101.6,96.4
11/24/2021,N,Florida St.,ACC,Boston University,H,"W, 81-80",102.9,105.3
11/24/2021,N,Southern Utah,BSky,Bowling Green,N,"W, 87-73",106.5,99.9
11/24/2021,N,Rider,MAAC,Bucknell,N,"W, 85-79",97.1,107.6
11/24/2021,N,Illinois St.,MVC,Buffalo,N,"L, 106-90",113.6,134.4
11/24/2021,N,Texas Southern,SWAC,BYU,A,"L, 81-64",94.9,103.8
11/24/2021,N,Texas,B12,Cal Baptist,H,"W, 68-44",108.6,76.1
11/24/2021,N,Idaho,BSky,Cal Poly,N,"L, 67-63",87.3,110.6
11/24/2021,N,Northern Arizona,BSky,Cal St. Fullerton,H,"L, 73-56",88.8,118
11/24/2021,N,Seton Hall,BE,California,N,"W, 62-59",99,92.2
11/24/2021,N,Maryland Eastern Sho,MEAC,Campbell,A,"L, 66-55",93.7,112.9
11/24/2021,N,Coppin St.,MEAC,Canisius,A,"L, 76-75",100.7,111.2
11/24/2021,N,New Orleans,Slnd,Central Arkansas,H,"W, 90-63",100.7,88.5
11/24/2021,N,Toledo,MAC,Coastal Carolina,N,"W, 79-70",111.5,107
11/24/2021,N,Harvard,Ivy,Colgate,H,"W, 89-84",103.2,103
11/24/2021,N,Auburn,SEC,Connecticut,N,"L, 115-109",120.6,108.1
11/24/2021,N,Canisius,MAAC,Coppin St.,H,"W, 76-75",103.3,117.8
11/24/2021,N,St. Francis PA,NEC,Cornell,A,"L, 93-80",101.8,121.3
11/24/2021,N,Oakland,Horz,Delaware,N,"W, 81-73",115.8,97.3
11/24/2021,N,Air Force,MWC,Denver,H,"W, 66-65",100,100.3
11/24/2021,N,Jacksonville St.,ASun,Drexel,N,"W, 72-64",107.9,99.1
11/24/2021,N,Kent St.,MAC,East Tennessee St.,N,"L, 57-51",74.5,89.5
11/24/2021,N,Albany,AE,Eastern Illinois,N,"W, 64-62",91.1,115.4
11/24/2021,N,Western Illinois,Sum,Eastern Michigan,A,"L, 72-68",85.3,97.5
11/24/2021,N,Akron,MAC,Evansville,N,"W, 69-60",108.4,107.1
11/24/2021,N,Stony Brook,AE,Fairfield,A,"L, 83-78",114.5,117.5
11/24/2021,N,NJIT,AE,Fairleigh Dickinson,H,"W, 62-54",81.6,91.2
11/24/2021,N,North Dakota,Sum,FIU,A,"L, 65-56",92.5,103
11/24/2021,N,Ohio St.,B10,Florida,N,"L, 71-68",106,93.7
11/24/2021,N,UTEP,CUSA,Florida A&M,H,"W, 67-53",90.5,87
11/24/2021,N,Boston University,Pat,Florida St.,A,"L, 81-80",111.7,107.1
11/24/2021,N,Rice,CUSA,Fordham,N,"L, 84-74",114.5,121.8
11/24/2021,N,Santa Clara,WCC,Fresno St.,N,"L, 59-52",91.7,94.7
11/24/2021,N,South Dakota St.,Sum,George Mason,N,"W, 80-76",123.7,111.3
11/24/2021,N,Missouri St.,MVC,George Washington,N,"W, 72-54",102.2,81.7
11/24/2021,N,South Florida,Amer,Hampton,H,"W, 58-52",88.1,99.5
11/24/2021,N,Colgate,Pat,Harvard,A,"L, 89-84",109.5,109.8
11/24/2021,N,Oregon,P12,Houston,N,"L, 78-49",84.5,101.9
11/24/2021,N,Oklahoma,B12,Houston Christian,H,"W, 57-40",74.1,72.4
11/24/2021,N,Cal Poly,BW,Idaho,N,"W, 67-63",90.3,93.4
11/24/2021,N,Buffalo,MAC,Illinois St.,N,"W, 106-90",133.8,113.8
11/24/2021,N,Xavier,BE,Iowa St.,N,"L, 82-70",115.6,115.9
11/24/2021,N,Minnesota,B10,Jacksonville,H,"W, 55-44",89.7,70.4
11/24/2021,N,Drexel,CAA,Jacksonville St.,N,"L, 72-64",100.8,104.9
11/24/2021,N,Murray St.,OVC,James Madison,N,"W, 74-62",101.7,95.9
11/24/2021,N,East Tennessee St.,SC,Kent St.,N,"W, 57-51",97.2,77.9
11/24/2021,N,UTSA,CUSA,Lamar,H,"W, 79-73",105,118.8
11/24/2021,N,Wright St.,Horz,Long Beach St.,N,"L, 85-76",99.1,108
11/24/2021,N,Louisiana Tech,CUSA,Louisiana Monroe,H,"W, 96-74",120.6,101
11/24/2021,N,Louisiana Monroe,SB,Louisiana Tech,A,"L, 96-74",104.2,125.3
11/24/2021,N,Michigan St.,B10,Loyola Chicago,N,"W, 63-61",100.2,84.3
11/24/2021,N,Campbell,BSth,Maryland Eastern Sho,H,"W, 66-55",110.7,108.4
11/24/2021,N,UMass Lowell,AE,Massachusetts,A,"L, 92-81",98.7,113.1
11/24/2021,N,Virginia Tech,ACC,Memphis,N,"L, 69-61",97.1,89.1
11/24/2021,N,Middle Tennessee,CUSA,Mercer,N,"W, 82-58",107.8,79.5
11/24/2021,N,Tarleton St.,WAC,Michigan,A,"L, 65-54",93,90.8
11/24/2021,N,Loyola Chicago,MVC,Michigan St.,N,"L, 63-61",93.3,82.9
11/24/2021,N,Mercer,SC,Middle Tennessee,N,"L, 82-58",85.7,107.2
11/24/2021,N,Yale,Ivy,Milwaukee,N,"W, 69-56",102.2,102.9
11/24/2021,N,Jacksonville,ASun,Minnesota,A,"L, 55-44",70.2,83.9
11/24/2021,N,George Washington,A10,Missouri St.,N,"L, 72-54",79.4,94
