Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D
11/18/2021,N,California,P12,Southern Utah,H,"W, 75-68",86.8,87
11/18/2021,N,Boise St.,MWC,St. Bonaventure,N,"L, 67-61",104.3,103.8
11/18/2021,N,Penn St.,B10,St. Francis NY,H,"W, 74-59",105.3,99.8
11/18/2021,N,Virginia Tech,ACC,St. Francis PA,H,"W, 85-55",110.5,96.5
11/18/2021,N,Kansas,B12,Stony Brook,H,"W, 88-59",109.3,93
11/18/2021,N,Nicholls St.,Slnd,TCU,A,"L, 63-50",91.1,83.2
11/18/2021,N,Clemson,ACC,Temple,N,"W, 75-48",125.2,84.3
11/18/2021,N,UNC Asheville,BSth,Tennessee Tech,N,"W, 61-55",77.7,76
11/18/2021,N,South Carolina,SEC,UAB,H,"W, 66-63",94.4,76.9
11/18/2021,N,Tennessee Tech,OVC,UNC Asheville,N,"L, 61-55",72.7,82.3
11/18/2021,N,Green Bay,Horz,UNC Greensboro,N,"L, 60-58",108.6,107.1
11/18/2021,N,Coastal Carolina,SB,UNC Wilmington,A,"L, 65-53",77,89.4
11/18/2021,N,East Tennessee St.,SC,USC Upstate,H,"W, 56-43",80.3,72.5
11/18/2021,N,North Texas,CUSA,UT Arlington,H,"W, 64-36",104.8,59
11/18/2021,N,Penn,Ivy,Utah St.,N,"L, 87-79",104.8,99.9
11/18/2021,N,St. Francis PA,NEC,Virginia Tech,A,"L, 85-55",95.8,104.7
11/18/2021,N,Wyoming,MWC,Washington,A,"W, 77-72",97,84.5
11/18/2021,N,Idaho,BSky,Washington St.,H,"L, 109-61",99.9,133.4
11/18/2021,N,Massachusetts,A10,Weber St.,N,"L, 88-73",112.1,129.4
11/18/2021,N,Elon,CAA,West Virginia,N,"L, 87-68",99.3,109.8
11/18/2021,N,Washington,P12,Wyoming,H,"L, 77-72",90.7,88.5
11/18/2021,N,Ohio St.,B10,Xavier,A,"L, 71-65",99.3,95.7
11/19/2021,N,Oakland,Horz,Alabama,A,"L, 86-59",90.4,102.8
11/19/2021,N,Longwood,BSth,American,H,"W, 82-42",116,80.5
11/19/2021,N,Wichita St.,Amer,Arizona,N,"L, 82-78",94.2,82.4
11/19/2021,N,Southeast Missouri S,OVC,Arkansas St.,H,"L, 72-60",92.8,117.6
11/19/2021,N,South Florida,Amer,Auburn,H,"L, 58-52",94.6,79.6
11/19/2021,N,Weber St.,BSky,Ball St.,N,"W, 85-74",101.4,102.6
11/19/2021,N,Gonzaga,WCC,Bellarmine,H,"W, 92-50",116.8,77.9
11/19/2021,N,Kennesaw St.,ASun,Belmont,H,"L, 97-78",109.9,127.9
11/19/2021,N,Temple,Amer,Boise St.,N,"L, 82-62",108.8,123.2
11/19/2021,N,Norfolk St.,MEAC,Bowling Green,A,"W, 90-84",109.7,109.9
11/19/2021,N,Colorado St.,MWC,Bradley,N,"W, 66-60",95.5,85.3
11/19/2021,N,Creighton,BE,Brown,N,"W, 78-57",106.2,80.3
11/19/2021,N,Santa Clara,WCC,Cal Poly,H,"W, 87-57",116.8,94.9
11/19/2021,N,San Diego,WCC,Cal St. Fullerton,H,"L, 57-55",87.3,86.1
11/19/2021,N,Eastern Washington,BSky,Cal St. Northridge,A,"W, 67-64",87.5,98.5
11/19/2021,N,St. Bonaventure,A10,Clemson,N,"W, 68-65",110.6,101.9
11/19/2021,N,Southern Illinois,MVC,Colorado,N,"W, 67-63",117,102
11/19/2021,N,Bradley,MVC,Colorado St.,N,"L, 66-60",89.4,82.1
11/19/2021,N,Virginia,ACC,Coppin St.,H,"W, 68-52",106.8,92.1
11/19/2021,N,Brown,Ivy,Creighton,N,"L, 78-57",86.1,104.9
11/19/2021,N,Penn,Ivy,Davidson,N,"L, 72-60",99.5,104.3
11/19/2021,N,Lafayette,Pat,Duke,A,"L, 88-55",88.5,95.8
11/19/2021,N,Northeastern,CAA,Duquesne,N,"W, 71-55",101,85.1
11/19/2021,N,Old Dominion,CUSA,East Carolina,N,"L, 73-60",98.6,120.8
11/19/2021,N,Cal St. Northridge,BW,Eastern Washington,H,"L, 67-64",85.1,93.7
11/19/2021,N,Mississippi,SEC,Elon,N,"W, 74-56",98.9,77.8
11/19/2021,N,Green Bay,Horz,FIU,N,"L, 63-60",87.8,97
11/19/2021,N,Tennessee Martin,OVC,Florida Atlantic,A,"L, 75-67",99.4,103.4
11/19/2021,N,Maryland Eastern Sho,MEAC,Fordham,A,"W, 75-73",101.4,98.2
11/19/2021,N,Minnesota,B10,Fort Wayne,H,"W, 78-49",97,78.7
11/19/2021,N,Radford,BSth,Furman,A,"L, 81-64",97.2,101.1
11/19/2021,N,James Madison,CAA,George Mason,H,"W, 67-64",93.6,86.1
11/19/2021,N,UMass Lowell,AE,George Washington,A,"W, 67-56",86.4,81.4
11/19/2021,N,Siena,MAAC,Georgetown,A,"L, 83-65",98.1,121.6
11/19/2021,N,Georgia Tech,ACC,Georgia,A,"W, 88-78",116.5,107.7
11/19/2021,N,Georgia,SEC,Georgia Tech,H,"L, 88-78",117.8,126.1
11/19/2021,N,Bellarmine,ASun,Gonzaga,A,"L, 92-50",93.5,106.1
11/19/2021,N,FIU,CUSA,Green Bay,N,"W, 63-60",86.8,100.9
11/19/2021,N,Wofford,SC,Hampton,H,"W, 77-60",103,101.2
11/19/2021,N,Maryland,B10,Hofstra,H,"W, 69-67",94.5,89.2
11/19/2021,N,Nebraska,B10,Idaho St.,H,"W, 78-60",110.6,106.4
11/19/2021,N,Oklahoma,B12,Indiana St.,N,"W, 87-63",112.8,92.4
11/19/2021,N,Liberty,ASun,Iona,N,"L, 54-50",88,82
11/19/2021,N,George Mason,A10,James Madison,A,"L, 67-64",84.8,91.7
11/19/2021,N,Belmont,OVC,Kennesaw St.,A,"W, 97-78",125,104.3
11/19/2021,N,Ohio,MAC,Kentucky,A,"L, 77-59",106.7,95.5
11/19/2021,N,Duke,ACC,Lafayette,H,"W, 88-55",105.9,87.4
11/19/2021,N,Stetson,ASun,Lamar,A,"W, 60-59",92,110.5
11/19/2021,N,Merrimack,NEC,Lehigh,H,"W, 55-45",77.7,81.2
11/19/2021,N,Iona,MAAC,Liberty,N,"W, 54-50",87.4,83
11/19/2021,N,American,Pat,Longwood,A,"L, 82-42",72.3,120.6
11/19/2021,N,Northwestern St.,Slnd,Louisiana Tech,H,"L, 83-64",90.6,119
11/19/2021,N,North Alabama,ASun,Manhattan,N,"L, 55-51",72.4,82.1
11/19/2021,N,West Virginia,B12,Marquette,N,"L, 82-71",112.4,106.3
11/19/2021,N,Hofstra,CAA,Maryland,A,"L, 69-67",98,90.2
11/19/2021,N,Fordham,A10,Maryland Eastern Sho,H,"L, 75-73",89.6,107.6
11/19/2021,N,UNC Greensboro,SC,Massachusetts,N,"L, 93-90",110.6,115.5
11/19/2021,N,Western Kentucky,CUSA,Memphis,A,"L, 74-62",90.8,81.1
11/19/2021,N,Lehigh,Pat,Merrimack,A,"L, 55-45",75.9,91.1
11/19/2021,N,UNLV,MWC,Michigan,N,"L, 74-61",100.5,99
11/19/2021,N,Stephen F. Austin,WAC,Middle Tennessee,H,"W, 87-74",114.5,94.7
11/19/2021,N,Fort Wayne,Horz,Minnesota,A,"L, 78-49",77.3,93.6
11/19/2021,N,Elon,CAA,Mississippi,N,"L, 74-56",77.6,98.5
11/19/2021,N,Robert Morris,Horz,Mount St. Mary's,H,"L, 74-70",89.7,97.5
11/19/2021,N,Idaho St.,BSky,Nebraska,A,"L, 78-60",98.8,114.6
11/19/2021,N,Utah St.,MWC,New Mexico St.,N,"W, 85-58",143,87.6
11/19/2021,N,Rice,CUSA,New Orleans,A,"W, 83-78",115,115.4
11/19/2021,N,SIU Edwardsville,OVC,Niagara,N,"L, 70-60",98.7,108.6
11/19/2021,N,Bowling Green,MAC,Norfolk St.,H,"L, 90-84",109.6,122
11/19/2021,N,Manhattan,MAAC,North Alabama,N,"W, 55-51",79.4,85.7
11/19/2021,N,Troy,SB,North Dakota,N,"L, 74-72",91.1,117.3
11/19/2021,N,Duquesne,A10,Northeastern,N,"L, 71-55",81.5,112.2
11/19/2021,N,Louisiana Tech,CUSA,Northwestern St.,A,"W, 83-64",109.1,91.6
11/19/2021,N,Alabama,SEC,Oakland,H,"W, 86-59",114.5,86.7
11/19/2021,N,Kentucky,SEC,Ohio,H,"W, 77-59",113.1,99.2
11/19/2021,N,Indiana St.,MVC,Oklahoma,N,"L, 87-63",96.8,103.6
11/19/2021,N,East Carolina,Amer,Old Dominion,N,"W, 73-60",120.7,100.6
11/19/2021,N,UTEP,CUSA,Pacific,A,"W, 73-64",103.4,96.8
11/19/2021,N,Davidson,A10,Penn,N,"W, 72-60",110.2,95.6
11/19/2021,N,Towson,CAA,Pittsburgh,A,"L, 63-59",100,101.6
11/19/2021,N,Furman,SC,Radford,H,"W, 81-64",110.6,104.6
11/19/2021,N,New Orleans,Slnd,Rice,H,"L, 83-78",100.5,117.1
11/19/2021,N,Cal St. Fullerton,BW,San Diego,A,"W, 57-55",87.7,93.8
11/19/2021,N,Cal Poly,BW,Santa Clara,A,"L, 87-57",88,110
11/19/2021,N,Georgetown,BE,Siena,H,"W, 83-65",122.3,104.9
11/19/2021,N,Niagara,MAAC,SIU Edwardsville,N,"W, 70-60",102.8,106.6
11/19/2021,N,Southern,SWAC,South Dakota,A,"L, 71-68",89.4,100.2
11/19/2021,N,Auburn,SEC,South Florida,A,"W, 58-52",92.5,93.6
11/19/2021,N,Arkansas St.,SB,Southeast Missouri S,A,"W, 72-60",105.5,89.8
11/19/2021,N,South Dakota,Sum,Southern,H,"W, 71-68",104.3,102.1
11/19/2021,N,Colorado,P12,Southern Illinois,N,"L, 67-63",109.8,111
11/19/2021,N,Clemson,ACC,St. Bonaventure,N,"L, 68-65",112.9,101.3
11/19/2021,N,Youngstown St.,Horz,St. Thomas,H,"W, 79-75",99.6,110.5
11/19/2021,N,Middle Tennessee,CUSA,Stephen F. Austin,A,"L, 87-74",101.9,110.4
11/19/2021,N,Lamar,WAC,Stetson,H,"L, 60-59",92.7,105.9
11/19/2021,N,Boise St.,MWC,Temple,N,"W, 82-62",137.8,99.5
11/19/2021,N,Florida Atlantic,CUSA,Tennessee Martin,H,"W, 75-67",100.8,104.4
11/19/2021,N,Utah Tech,WAC,Texas St.,N,"L, 85-65",94,117.2
11/19/2021,N,Pittsburgh,ACC,Towson,H,"W, 63-59",102,93.3
11/19/2021,N,North Dakota,Sum,Troy,N,"W, 74-72",112.4,108.1
11/19/2021,N,George Washington,A10,UMass Lowell,H,"L, 67-56",77.9,93.9
11/19/2021,N,Western Carolina,SC,UMBC,N,"L, 91-75",99.2,119.1
11/19/2021,N,Massachusetts,A10,UNC Greensboro,N,"W, 93-90",126.6,124.8
11/19/2021,N,Michigan,B10,UNLV,N,"W, 74-61",115.2,90.4
11/19/2021,N,New Mexico St.,WAC,Utah St.,N,"L, 85-58",96.3,125.8
11/19/2021,N,Texas St.,SB,Utah Tech,N,"W, 85-65",120,101.5
11/19/2021,N,Pacific,WCC,UTEP,H,"L, 73-64",92.5,107
11/19/2021,N,Yale,Ivy,Vermont,A,"L, 61-53",90.5,83.1
11/19/2021,N,Coppin St.,MEAC,Virginia,A,"L, 68-52",87,102.7
11/19/2021,N,Ball St.,MAC,Weber St.,N,"L, 85-74",100.7,108.1
11/19/2021,N,Marquette,BE,West Virginia,N,"W, 82-71",119.1,100
11/19/2021,N,UMBC,AE,Western Carolina,N,"W, 91-75",112.4,110.7
11/19/2021,N,Memphis,Amer,Western Kentucky,H,"W, 74-62",89.8,79.8
11/19/2021,N,Arizona,P12,Wichita St.,N,"W, 82-78",101.9,85
11/19/2021,N,Hampton,BSth,Wofford,A,"L, 77-60",91.2,102.9
11/19/2021,N,Vermont,AE,Yale,H,"W, 61-53",93.1,88.6
11/19/2021,N,St. Thomas,Sum,Youngstown St.,A,"L, 79-75",107,112.6
11/20/2021,N,Holy Cross,Pat,Air Force,N,"L, 72-53",83.7,114.9
11/20/2021,N,North Carolina Centr,MEAC,Alabama St.,A,"L, 80-74",83.6,98.6
11/20/2021,N,Eastern Kentucky,ASun,Albany,H,"W, 77-64",103.9,99.6
11/20/2021,N,Western Carolina,SC,American,N,"W, 80-79",110.7,124.8
11/20/2021,N,La Salle,A10,Army,H,"W, 61-58",85.4,92.7
11/20/2021,N,Dayton,A10,Austin Peay,H,"L, 87-81",109.9,126.2
11/20/2021,N,Stanford,P12,Baylor,A,"L, 86-48",95.7,103.5
11/20/2021,N,Bryant,NEC,Bethune Cookman,N,"L, 81-75",92.8,113.9
11/20/2021,N,Connecticut,BE,Binghamton,H,"W, 87-63",119.6,104.6
11/20/2021,N,Utah,P12,Boston College,N,"W, 68-61",104.4,91.3
11/20/2021,N,Brown,Ivy,Bradley,N,"W, 65-62",110.1,97.3
11/20/2021,N,Bradley,MVC,Brown,N,"L, 65-62",96.6,107.1
11/20/2021,N,Bethune Cookman,SWAC,Bryant,N,"W, 81-75",102.1,99.3
11/20/2021,N,Illinois St.,MVC,Bucknell,H,"W, 105-100",100.4,115.4
11/20/2021,N,Rider,MAAC,Buffalo,A,"L, 87-65",86.1,102.8
11/20/2021,N,Utah Tech,WAC,Cal St. Northridge,A,"L, 79-73",97.3,113.7
11/20/2021,N,Cleveland St.,Horz,Canisius,H,"W, 80-70",113.6,104.2
11/20/2021,N,Oral Roberts,Sum,Central Arkansas,A,"L, 70-67",83.1,100.1
11/20/2021,N,Quinnipiac,MAAC,Central Connecticut,H,"W, 76-65",101.3,112.1
11/20/2021,N,VCU,A10,Chattanooga,H,"L, 56-54",93.6,92.4
11/20/2021,N,UC Santa Barbara,BW,Chicago St.,H,"W, 81-50",104,81
11/20/2021,N,Canisius,MAAC,Cleveland St.,A,"L, 80-70",96,114.8
11/20/2021,N,Syracuse,ACC,Colgate,H,"L, 100-85",119.7,127.3
11/20/2021,N,Duquesne,A10,Colorado,N,"L, 84-76",112.8,105.8
11/20/2021,N,Binghamton,AE,Connecticut,A,"L, 87-63",102.2,111.4
11/20/2021,N,Austin Peay,OVC,Dayton,A,"W, 87-81",126.4,105.3
11/20/2021,N,UNC Wilmington,CAA,Delaware St.,A,"W, 67-63",99.8,121.9
11/20/2021,N,Western Illinois,Sum,DePaul,A,"L, 84-80",105.7,98.8
11/20/2021,N,Louisville,ACC,Detroit,H,"W, 73-67",97.6,96.2
11/20/2021,N,Richmond,A10,Drake,A,"L, 73-70",107.5,95.9
11/20/2021,N,Colorado,P12,Duquesne,N,"W, 84-76",103.4,111.2
11/20/2021,N,Albany,AE,Eastern Kentucky,A,"L, 77-64",84.4,105.4
11/20/2021,N,Michigan St.,B10,Eastern Michigan,H,"W, 83-59",100.1,85.6
11/20/2021,N,Texas St.,SB,Eastern Washington,N,"W, 81-74",102.8,104.9
11/20/2021,N,UCF,Amer,Evansville,A,"W, 75-59",114.2,103.3
11/20/2021,N,Sacred Heart,NEC,Fairfield,H,"L, 71-61",94.8,115.3
11/20/2021,N,North Dakota,Sum,Florida Atlantic,A,"L, 98-79",120.8,135.4
11/20/2021,N,Hampton,BSth,Georgia Southern,N,"L, 86-66",91.9,131.2
11/20/2021,N,William & Mary,CAA,Georgia St.,N,"L, 77-59",78.4,105.4
11/20/2021,N,Georgia Southern,SB,Hampton,N,"W, 86-66",119.6,103
11/20/2021,N,Howard,MEAC,High Point,A,"L, 73-63",84.2,97.1
11/20/2021,N,Air Force,MWC,Holy Cross,N,"W, 72-53",99.1,95.1
11/20/2021,N,High Point,BSth,Howard,H,"W, 73-63",90.7,88.1
11/20/2021,N,Loyola Chicago,MVC,Illinois Chicago,H,"W, 80-63",111.3,110.4
11/20/2021,N,Bucknell,Pat,Illinois St.,A,"L, 105-100",109.5,112.5
11/20/2021,N,Texas Tech,B12,Incarnate Word,N,"W, 84-62",106.4,106.8
11/20/2021,N,North Alabama,ASun,Iona,N,"L, 81-65",92.5,101.4
11/20/2021,N,Army,Pat,La Salle,A,"L, 61-58",87,93.5
11/20/2021,N,Manhattan,MAAC,Liberty,N,"W, 76-60",120.9,92.9
11/20/2021,N,UMBC,AE,Longwood,A,"L, 82-55",83.1,120
11/20/2021,N,Detroit,Horz,Louisville,A,"L, 73-67",103.4,104.6
11/20/2021,N,Illinois Chicago,Horz,Loyola Chicago,A,"L, 80-63",119.3,113.5
11/20/2021,N,Liberty,ASun,Manhattan,N,"L, 76-60",90.1,122
11/20/2021,N,VMI,SC,Marist,A,"L, 78-74",99.4,107.2
11/20/2021,N,Saint Louis,A10,Mercer,H,"W, 75-58",104.1,91.9
11/20/2021,N,Eastern Michigan,MAC,Michigan St.,A,"L, 83-59",83.7,95.6
11/20/2021,N,Nebraska Omaha,Sum,Montana,A,"L, 68-47",72.7,106.6
11/20/2021,N,New Mexico,MWC,Montana St.,H,"W, 81-78",109.9,106.6
11/20/2021,N,Portland,WCC,Morgan St.,H,"W, 74-63",98.3,95
11/20/2021,N,Radford,BSth,Navy,N,"L, 47-33",50.7,81.1
11/20/2021,N,Montana,BSky,Nebraska Omaha,H,"W, 68-47",91.4,80
11/20/2021,N,Montana St.,BSky,New Mexico,A,"L, 81-78",105.9,106.9
11/20/2021,N,St. Thomas,Sum,Niagara,N,"W, 76-67",126.1,115
11/20/2021,N,Iona,MAAC,North Alabama,N,"W, 81-65",105.4,100
11/20/2021,N,Purdue,B10,North Carolina,N,"W, 93-84",132.8,98.2
11/20/2021,N,Wake Forest,ACC,North Carolina A&T,H,"W, 87-63",117.4,95.4
11/20/2021,N,Alabama St.,SWAC,North Carolina Centr,H,"W, 80-74",87.1,98.1
11/20/2021,N,Florida Atlantic,CUSA,North Dakota,H,"W, 98-79",122.6,127.3
11/20/2021,N,UT Rio Grande Valley,WAC,Northern Arizona,N,"L, 89-87",103.7,122.9
11/20/2021,N,Central Arkansas,ASun,Oral Roberts,H,"W, 70-67",90.9,85.1
11/20/2021,N,UC Irvine,BW,Pepperdine,H,"W, 82-48",112.5,84
11/20/2021,N,Morgan St.,MEAC,Portland,A,"L, 74-63",86.5,100
11/20/2021,N,North Carolina,ACC,Purdue,N,"L, 93-84",115.2,102.1
11/20/2021,N,Central Connecticut,NEC,Quinnipiac,A,"L, 76-65",93.6,111.8
11/20/2021,N,Navy,Pat,Radford,N,"W, 47-33",73.6,50.9
11/20/2021,N,Tulsa,Amer,Rhode Island,N,"W, 77-71",126.6,115.7
11/20/2021,N,Drake,MVC,Richmond,H,"W, 73-70",105,99.4
11/20/2021,N,Buffalo,MAC,Rider,H,"W, 87-65",105.5,90.5
11/20/2021,N,UC San Diego,BW,Sacramento St.,A,"W, 71-56",91.9,90.4
11/20/2021,N,Fairfield,MAAC,Sacred Heart,A,"W, 71-61",98.8,97.4
11/20/2021,N,Monmouth,MAAC,Saint Joseph's,A,"W, 87-75",122.1,106
11/20/2021,N,Mercer,SC,Saint Louis,A,"L, 75-58",100.6,101
11/20/2021,N,UT Arlington,SB,San Diego St.,A,"L, 68-62",109.2,99.2
11/20/2021,N,Texas,B12,San Jose St.,H,"W, 79-45",102.5,66.3
11/20/2021,N,Youngstown St.,Horz,SIU Edwardsville,H,"L, 69-66",95.2,106.8
11/20/2021,N,Fairleigh Dickinson,NEC,St. John's,A,"L, 87-74",101.4,107.2
11/20/2021,N,Niagara,MAAC,St. Thomas,N,"L, 76-67",97.1,121.3
11/20/2021,N,Baylor,B12,Stanford,H,"W, 86-48",123.5,84.5
11/20/2021,N,Colgate,Pat,Syracuse,A,"W, 100-85",134.3,106.3
11/20/2021,N,Villanova,BE,Tennessee,N,"W, 71-53",123.9,69.7
11/20/2021,N,Troy,SB,Tennessee Martin,N,"W, 80-67",98.6,99.2
11/20/2021,N,San Jose St.,MWC,Texas,A,"L, 79-45",71.4,97.9
11/20/2021,N,Eastern Washington,BSky,Texas St.,N,"L, 81-74",106.2,105.7
11/20/2021,N,Incarnate Word,Slnd,Texas Tech,N,"L, 84-62",118,112.4
11/20/2021,N,Tennessee Martin,OVC,Troy,N,"L, 80-67",95.4,108.7
11/20/2021,N,Rhode Island,A10,Tulsa,N,"L, 77-71",110.7,116.9
11/20/2021,N,Pepperdine,WCC,UC Irvine,A,"L, 82-48",85.2,120.4
11/20/2021,N,Sacramento St.,BSky,UC San Diego,H,"L, 71-56",78.6,98.7
11/20/2021,N,Chicago St.,WAC,UC Santa Barbara,A,"L, 81-50",76.2,112.8
11/20/2021,N,Evansville,MVC,UCF,H,"L, 75-59",96.3,114.2
11/20/2021,N,Longwood,BSth,UMBC,H,"W, 82-55",115.8,83.3
11/20/2021,N,Delaware St.,MEAC,UNC Wilmington,H,"L, 67-63",101.8,105.3
11/20/2021,N,San Diego St.,MWC,UT Arlington,H,"W, 68-62",100,98.6
11/20/2021,N,Northern Arizona,BSky,UT Rio Grande Valley,N,"W, 89-87",103.4,117.2
11/20/2021,N,Boston College,ACC,Utah,N,"L, 68-61",92.8,96.7
11/20/2021,N,Cal St. Northridge,BW,Utah Tech,H,"W, 79-73",103.3,113.8
11/20/2021,N,Winthrop,BSth,Vanderbilt,A,"L, 77-63",96.5,98.3
11/20/2021,N,Chattanooga,SC,VCU,A,"W, 56-54",111.5,90.2
11/20/2021,N,Tennessee,SEC,Villanova,N,"L, 71-53",83.5,92.1
11/20/2021,N,Marist,MAAC,VMI,H,"W, 78-74",96.6,94.2
11/20/2021,N,North Carolina A&T,BSth,Wake Forest,A,"L, 87-63",96.9,112.2
11/20/2021,N,American,Pat,Western Carolina,N,"L, 80-79",106,123.9
11/20/2021,N,DePaul,BE,Western Illinois,H,"W, 84-80",98.8,106.2
11/20/2021,N,Georgia St.,SB,William & Mary,N,"W, 77-59",101,85.6
11/20/2021,N,Vanderbilt,SEC,Winthrop,H,"W, 77-63",99.8,87.6
11/20/2021,N,SIU Edwardsville,OVC,Youngstown St.,A,"W, 69-66",92,96
11/21/2021,N,Bethune Cookman,SWAC,Air Force,N,"L, 73-65",105.5,121.3
11/21/2021,N,UAB,CUSA,Alabama A&M,H,"W, 86-41",105.1,79.8
11/21/2021,N,Michigan,B10,Arizona,N,"L, 80-62",98,96.5
11/21/2021,N,Massachusetts,A10,Ball St.,N,"L, 89-86",106.2,120.5
11/21/2021,N,Air Force,MWC,Bethune Cookman,N,"W, 73-65",105.6,116.6
11/21/2021,N,Mississippi,SEC,Boise St.,N,"L, 60-50",86.9,80.1
11/21/2021,N,Rhode Island,A10,Boston College,N,"W, 71-65",121.4,102.2
11/21/2021,N,Northern Illinois,MAC,Boston University,N,"L, 76-58",91.9,117.6
11/21/2021,N,Holy Cross,Pat,Bryant,N,"L, 78-62",84.8,112.3
11/21/2021,N,Northern Colorado,BSky,Cal Baptist,A,"L, 74-70",103.4,109.8
11/21/2021,N,West Virginia,B12,Clemson,N,"W, 66-59",101.8,88.7
11/21/2021,N,Creighton,BE,Colorado St.,N,"L, 95-81",120.3,120.4
11/21/2021,N,Colorado St.,MWC,Creighton,N,"W, 95-81",146.2,112.5
11/21/2021,N,East Carolina,Amer,Davidson,N,"L, 76-67",107.3,96.6
11/21/2021,N,Houston Christian,Slnd,Denver,A,"L, 74-61",92,110.7
11/21/2021,N,Davidson,A10,East Carolina,N,"W, 76-67",110.1,106.6
11/21/2021,N,Temple,Amer,Elon,N,"W, 75-58",101.3,95.6
11/21/2021,N,UNC Greensboro,SC,FIU,N,"L, 74-71",99.5,110.5
11/21/2021,N,Miami FL,ACC,Florida A&M,H,"W, 86-59",115.5,95.1
11/21/2021,N,Loyola Marymount,WCC,Florida St.,N,"L, 73-45",71.6,97.2
11/21/2021,N,Navy,Pat,Furman,A,"W, 77-66",113.1,85.5
11/21/2021,N,Wofford,SC,Georgia Southern,H,"W, 70-52",108.1,97.2
11/21/2021,N,High Point,BSth,Georgia St.,H,"L, 74-66",90.1,96.6
11/21/2021,N,Iowa St.,B12,Grambling St.,H,"W, 82-47",115.2,87.2
11/21/2021,N,Weber St.,BSky,Green Bay,N,"W, 68-58",98.5,97.9
11/21/2021,N,Georgia St.,SB,High Point,A,"W, 74-66",94.8,89.8
11/21/2021,N,Bryant,NEC,Holy Cross,N,"W, 78-62",103.9,97.2
11/21/2021,N,Denver,Sum,Houston Christian,H,"W, 74-61",97.1,107.2
11/21/2021,N,William & Mary,CAA,Howard,N,"L, 82-76",100.9,111
11/21/2021,N,Louisiana Lafayette,SB,Indiana,A,"L, 76-44",67.8,93.3
11/21/2021,N,New Mexico St.,WAC,Indiana St.,N,"W, 80-66",119,100.2
11/21/2021,N,Grambling St.,SWAC,Iowa St.,A,"L, 82-47",90.9,120.6
11/21/2021,N,Marshall,CUSA,Jackson St.,H,"W, 80-66",106.9,106.3
11/21/2021,N,Southern Miss,CUSA,Lamar,H,"W, 82-75",101.5,122.1
11/21/2021,N,Sam Houston St.,WAC,Little Rock,N,"W, 77-59",104.2,87.6
11/21/2021,N,Western Carolina,SC,Longwood,A,"W, 64-53",92.6,79.1
11/21/2021,N,Indiana,B10,Louisiana Lafayette,H,"W, 76-44",98.8,61.4
11/21/2021,N,Florida St.,ACC,Loyola Marymount,N,"W, 73-45",94.2,67
11/21/2021,N,St. Bonaventure,A10,Marquette,N,"W, 70-54",99.9,70.2
11/21/2021,N,Jackson St.,SWAC,Marshall,A,"L, 80-66",93.4,109.4
11/21/2021,N,Ball St.,MAC,Massachusetts,N,"W, 89-86",108.1,103.5
11/21/2021,N,Virginia Tech,ACC,Merrimack,H,"W, 72-43",113.2,85.2
11/21/2021,N,Florida A&M,SWAC,Miami FL,A,"L, 86-59",92.1,109.3
11/21/2021,N,Arizona,P12,Michigan,N,"W, 80-62",118.4,80.7
11/21/2021,N,Boise St.,MWC,Mississippi,N,"W, 60-50",87,76.2
11/21/2021,N,Morehead St.,OVC,Mississippi St.,A,"L, 66-46",87.5,96.2
11/21/2021,N,SMU,Amer,Missouri,N,"L, 80-75",98.7,98.9
11/21/2021,N,Mississippi St.,SEC,Morehead St.,H,"W, 66-46",105.4,81.3
11/21/2021,N,Furman,SC,Navy,H,"L, 77-66",101.6,122.9
11/21/2021,N,Southern,SWAC,Nebraska,A,"L, 82-59",79.1,99.2
11/21/2021,N,Indiana St.,MVC,New Mexico St.,N,"L, 80-66",102.9,114
11/21/2021,N,Youngstown St.,Horz,Niagara,H,"L, 58-53",83.8,99
11/21/2021,N,Xavier,BE,Norfolk St.,H,"W, 88-48",110.1,66.4
11/21/2021,N,Tennessee,SEC,North Carolina,N,"W, 89-72",130,88.6
11/21/2021,N,Texas Southern,SWAC,North Carolina St.,A,"L, 65-57",84.6,86.8
11/21/2021,N,Tennessee Martin,OVC,North Dakota,N,"W, 77-72",89.8,104
11/21/2021,N,Southern Illinois,MVC,Northeastern,N,"L, 59-47",73.7,92.9
11/21/2021,N,Cal Baptist,WAC,Northern Colorado,H,"W, 74-70",96.9,98.8
11/21/2021,N,Boston University,Pat,Northern Illinois,N,"W, 76-58",118.5,108.9
11/21/2021,N,Utah St.,MWC,Oklahoma,N,"W, 73-70",112.6,94.8
11/21/2021,N,Penn,Ivy,Old Dominion,N,"W, 71-63",116.2,102.6
11/21/2021,N,Princeton,Ivy,Oregon St.,A,"W, 81-80",119.9,117
11/21/2021,N,Old Dominion,CUSA,Penn,N,"L, 71-63",93.2,112.5
11/21/2021,N,Oregon St.,P12,Princeton,H,"L, 81-80",116.4,117.6
11/21/2021,N,Villanova,BE,Purdue,N,"L, 80-74",131.8,109
11/21/2021,N,Boston College,ACC,Rhode Island,N,"L, 71-65",111.1,122.2
11/21/2021,N,Little Rock,SB,Sam Houston St.,N,"L, 77-59",87.4,115.4
11/21/2021,N,St. Thomas,Sum,SIU Edwardsville,N,"W, 86-73",132.3,117.9
11/21/2021,N,Missouri,SEC,SMU,N,"W, 80-75",105.8,92.2
